Address:,USB0::0x0957::0x1798::MY56272288::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2014A,,Time (s),1 (VOLT),3 (VOLT),
,,,0.000179582,-0.0281407237052917,-0.547738676890731,
,,,0.000181598,-0.0281407237052917,-0.547738676890731,
,,,0.000183614,-0.0442211255431175,-0.527638174593449,
,,,0.00018563,-0.0281407237052917,-0.547738676890731,
,,,0.000187646,-0.0442211255431175,-0.547738676890731,
,,,0.000189662,-0.0281407237052917,-0.547738676890731,
,,,0.000191678,-0.0442211255431175,-0.547738676890731,
,,,0.000193694,-0.0281407237052917,-0.547738676890731,
,,,0.00019571,-0.0281407237052917,-0.547738676890731,
,,,0.000197726,-0.0281407237052917,-0.547738676890731,
,,,0.000199742,-0.0442211255431175,-0.547738676890731,
,,,0.000201758,-0.0281407237052917,-0.547738676890731,
,,,0.000203774,-0.0442211255431175,-0.547738676890731,
,,,0.00020579,-0.0281407237052917,-0.547738676890731,
,,,0.000207806,-0.0442211255431175,-0.547738676890731,
,,,0.000209822,-0.0281407237052917,-0.547738676890731,
,,,0.000211838,-0.0281407237052917,-0.527638174593449,
,,,0.000213854,-0.0281407237052917,-0.547738676890731,
,,,0.00021587,-0.0281407237052917,-0.547738676890731,
,,,0.000217886,-0.0442211255431175,-0.547738676890731,
,,,0.000219902,-0.0281407237052917,-0.547738676890731,
,,,0.000221918,-0.0281407237052917,-0.527638174593449,
,,,0.000223934,-0.0281407237052917,-0.547738676890731,
,,,0.00022595,-0.0281407237052917,-0.547738676890731,
,,,0.000227966,-0.0281407237052917,-0.547738676890731,
,,,0.000229982,-0.0281407237052917,-0.527638174593449,
,,,0.000231998,-0.0281407237052917,-0.547738676890731,
,,,0.000234014,-0.0281407237052917,-0.547738676890731,
,,,0.00023603,-0.0281407237052917,-0.547738676890731,
,,,0.000238046,-0.0281407237052917,-0.547738676890731,
,,,0.000240062,-0.0281407237052917,-0.547738676890731,
,,,0.000242078,-0.0281407237052917,-0.547738676890731,
,,,0.000244094,-0.0442211255431175,-0.567839179188013,
,,,0.00024611,-0.0281407237052917,-0.547738676890731,
,,,0.000248126,-0.0442211255431175,-0.547738676890731,
,,,0.000250142,-0.0281407237052917,-0.547738676890731,
,,,0.000252158,-0.0281407237052917,-0.547738676890731,
,,,0.000254174,-0.0281407237052917,-0.547738676890731,
,,,0.00025619,-0.0442211255431175,-0.547738676890731,
,,,0.000258206,-0.0281407237052917,-0.547738676890731,
,,,0.000260222,-0.0281407237052917,-0.547738676890731,
,,,0.000262238,-0.0281407237052917,-0.547738676890731,
,,,0.000264254,-0.0281407237052917,-0.547738676890731,
,,,0.00026627,-0.0281407237052917,-0.547738676890731,
,,,0.000268286,-0.0281407237052917,-0.547738676890731,
,,,0.000270302,-0.0281407237052917,-0.547738676890731,
,,,0.000272318,-0.0281407237052917,-0.547738676890731,
,,,0.000274334,-0.0281407237052917,-0.547738676890731,
,,,0.00027635,-0.0281407237052917,-0.547738676890731,
,,,0.000278366,-0.0442211255431175,-0.547738676890731,
,,,0.000280382,-0.0281407237052917,-0.547738676890731,
,,,0.000282398,-0.0281407237052917,-0.547738676890731,
,,,0.000284414,-0.0281407237052917,-0.547738676890731,
,,,0.00028643,-0.0281407237052917,-0.547738676890731,
,,,0.000288446,-0.0442211255431175,-0.527638174593449,
,,,0.000290462,-0.0281407237052917,-0.547738676890731,
,,,0.000292478,-0.0281407237052917,-0.547738676890731,
,,,0.000294494,-0.0281407237052917,-0.547738676890731,
,,,0.00029651,-0.0442211255431175,-0.547738676890731,
,,,0.000298526,-0.0442211255431175,-0.547738676890731,
,,,0.000300542,-0.0281407237052917,-0.547738676890731,
,,,0.000302558,-0.0442211255431175,-0.547738676890731,
,,,0.000304574,-0.0281407237052917,-0.547738676890731,
,,,0.00030659,-0.0281407237052917,-0.547738676890731,
,,,0.000308606,-0.0281407237052917,-0.547738676890731,
,,,0.000310622,-0.0281407237052917,-0.547738676890731,
,,,0.000312638,-0.0281407237052917,-0.547738676890731,
,,,0.000314654,-0.0281407237052917,-0.547738676890731,
,,,0.00031667,-0.0281407237052917,-0.547738676890731,
,,,0.000318686,-0.0281407237052917,-0.547738676890731,
,,,0.000320702,-0.0281407237052917,-0.547738676890731,
,,,0.000322718,-0.0281407237052917,-0.547738676890731,
,,,0.000324734,-0.0281407237052917,-0.547738676890731,
,,,0.00032675,-0.0281407237052917,-0.547738676890731,
,,,0.000328766,-0.0281407237052917,-0.547738676890731,
,,,0.000330782,-0.0442211255431175,-0.547738676890731,
,,,0.000332798,-0.0281407237052917,-0.547738676890731,
,,,0.000334814,-0.0281407237052917,-0.547738676890731,
,,,0.00033683,-0.0281407237052917,-0.547738676890731,
,,,0.000338846,-0.0281407237052917,-0.547738676890731,
,,,0.000340862,-0.0442211255431175,-0.527638174593449,
,,,0.000342878,-0.0281407237052917,-0.547738676890731,
,,,0.000344894,-0.0442211255431175,-0.547738676890731,
,,,0.00034691,-0.0281407237052917,-0.547738676890731,
,,,0.000348926,-0.0281407237052917,-0.547738676890731,
,,,0.000350942,-0.0281407237052917,-0.547738676890731,
,,,0.000352958,-0.0281407237052917,-0.547738676890731,
,,,0.000354974,-0.0442211255431175,-0.547738676890731,
,,,0.00035699,-0.0281407237052917,-0.547738676890731,
,,,0.000359006,-0.0281407237052917,-0.547738676890731,
,,,0.000361022,-0.0281407237052917,-0.547738676890731,
,,,0.000363038,-0.0281407237052917,-0.547738676890731,
,,,0.000365054,-0.0442211255431175,-0.547738676890731,
,,,0.00036707,-0.0281407237052917,-0.547738676890731,
,,,0.000369086,-0.0281407237052917,-0.547738676890731,
,,,0.000371102,-0.0281407237052917,-0.547738676890731,
,,,0.000373118,-0.0281407237052917,-0.547738676890731,
,,,0.000375134,-0.0281407237052917,-0.547738676890731,
,,,0.00037715,-0.0281407237052917,-0.527638174593449,
,,,0.000379166,-0.0442211255431175,-0.547738676890731,
,,,0.000381182,-0.0281407237052917,-0.547738676890731,
,,,0.000383198,-0.0281407237052917,-0.547738676890731,
,,,0.000385214,-0.0442211255431175,-0.567839179188013,
,,,0.00038723,-0.0442211255431175,-0.547738676890731,
,,,0.000389246,-0.0281407237052917,-0.547738676890731,
,,,0.000391262,-0.0442211255431175,-0.547738676890731,
,,,0.000393278,-0.0281407237052917,-0.547738676890731,
,,,0.000395294,-0.0281407237052917,-0.547738676890731,
,,,0.00039731,-0.0281407237052917,-0.547738676890731,
,,,0.000399326,-0.0281407237052917,-0.527638174593449,
,,,0.000401342,-0.0281407237052917,-0.547738676890731,
,,,0.000403358,-0.0281407237052917,-0.547738676890731,
,,,0.000405374,-0.0281407237052917,-0.547738676890731,
,,,0.00040739,-0.0281407237052917,-0.527638174593449,
,,,0.000409406,-0.0281407237052917,-0.547738676890731,
,,,0.000411422,-0.0281407237052917,-0.547738676890731,
,,,0.000413438,-0.0281407237052917,-0.567839179188013,
,,,0.000415454,-0.0281407237052917,-0.547738676890731,
,,,0.00041747,-0.0442211255431175,-0.547738676890731,
,,,0.000419486,-0.0281407237052917,-0.547738676890731,
,,,0.000421502,-0.0281407237052917,-0.527638174593449,
,,,0.000423518,-0.0281407237052917,-0.547738676890731,
,,,0.000425534,-0.0281407237052917,-0.547738676890731,
,,,0.00042755,-0.0281407237052917,-0.547738676890731,
,,,0.000429566,-0.0281407237052917,-0.547738676890731,
,,,0.000431582,-0.0281407237052917,-0.547738676890731,
,,,0.000433598,-0.0281407237052917,-0.547738676890731,
,,,0.000435614,-0.0442211255431175,-0.527638174593449,
,,,0.00043763,-0.0442211255431175,-0.547738676890731,
,,,0.000439646,-0.0281407237052917,-0.547738676890731,
,,,0.000441662,-0.0281407237052917,-0.547738676890731,
,,,0.000443678,-0.0281407237052917,-0.547738676890731,
,,,0.000445694,-0.0281407237052917,-0.547738676890731,
,,,0.00044771,-0.0281407237052917,-0.547738676890731,
,,,0.000449726,-0.0281407237052917,-0.547738676890731,
,,,0.000451742,-0.0442211255431175,-0.547738676890731,
,,,0.000453758,-0.0281407237052917,-0.547738676890731,
,,,0.000455774,-0.0281407237052917,-0.547738676890731,
,,,0.00045779,-0.0281407237052917,-0.547738676890731,
,,,0.000459806,-0.0281407237052917,-0.547738676890731,
,,,0.000461822,-0.0281407237052917,-0.547738676890731,
,,,0.000463838,-0.0281407237052917,-0.547738676890731,
,,,0.000465854,-0.0281407237052917,-0.547738676890731,
,,,0.00046787,-0.0442211255431175,-0.547738676890731,
,,,0.000469886,-0.0281407237052917,-0.547738676890731,
,,,0.000471902,-0.0281407237052917,-0.547738676890731,
,,,0.000473918,-0.0281407237052917,-0.547738676890731,
,,,0.000475934,-0.0281407237052917,-0.547738676890731,
,,,0.00047795,-0.0442211255431175,-0.547738676890731,
,,,0.000479966,-0.0281407237052917,-0.547738676890731,
,,,0.000481982,-0.0281407237052917,-0.547738676890731,
,,,0.000483998,-0.0281407237052917,-0.547738676890731,
,,,0.000486014,-0.0281407237052917,-0.547738676890731,
,,,0.00048803,-0.0281407237052917,-0.547738676890731,
,,,0.000490046,-0.0281407237052917,-0.547738676890731,
,,,0.000492062,-0.0281407237052917,-0.547738676890731,
,,,0.000494078,-0.0281407237052917,-0.547738676890731,
,,,0.000496094,-0.0281407237052917,-0.547738676890731,
,,,0.00049811,-0.0281407237052917,-0.547738676890731,
,,,0.000500126,-0.0281407237052917,-0.547738676890731,
,,,0.000502142,-0.0281407237052917,-0.547738676890731,
,,,0.000504158,-0.0281407237052917,-0.547738676890731,
,,,0.000506174,-0.0442211255431175,-0.567839179188013,
,,,0.00050819,-0.0281407237052917,-0.547738676890731,
,,,0.000510206,-0.0281407237052917,-0.547738676890731,
,,,0.000512222,-0.0281407237052917,-0.547738676890731,
,,,0.000514238,-0.0281407237052917,-0.547738676890731,
,,,0.000516254,-0.0281407237052917,-0.547738676890731,
,,,0.00051827,-0.0281407237052917,-0.547738676890731,
,,,0.000520286,-0.0281407237052917,-0.547738676890731,
,,,0.000522302,-0.0281407237052917,-0.547738676890731,
,,,0.000524318,-0.0281407237052917,-0.547738676890731,
,,,0.000526334,-0.0281407237052917,-0.547738676890731,
,,,0.00052835,-0.0442211255431175,-0.547738676890731,
,,,0.000530366,-0.0281407237052917,-0.547738676890731,
,,,0.000532382,-0.0281407237052917,-0.547738676890731,
,,,0.000534398,-0.0281407237052917,-0.527638174593449,
,,,0.000536414,-0.0281407237052917,-0.547738676890731,
,,,0.00053843,-0.0281407237052917,-0.547738676890731,
,,,0.000540446,-0.0281407237052917,-0.547738676890731,
,,,0.000542462,-0.0281407237052917,-0.527638174593449,
,,,0.000544478,-0.0442211255431175,-0.547738676890731,
,,,0.000546494,-0.0281407237052917,-0.547738676890731,
,,,0.00054851,-0.0281407237052917,-0.547738676890731,
,,,0.000550526,-0.0281407237052917,-0.547738676890731,
,,,0.000552542,-0.0281407237052917,-0.547738676890731,
,,,0.000554558,-0.0281407237052917,-0.547738676890731,
,,,0.000556574,-0.0281407237052917,-0.547738676890731,
,,,0.00055859,-0.0281407237052917,-0.547738676890731,
,,,0.000560606,-0.0281407237052917,-0.547738676890731,
,,,0.000562622,-0.0281407237052917,-0.547738676890731,
,,,0.000564638,-0.0281407237052917,-0.547738676890731,
,,,0.000566654,-0.0281407237052917,-0.547738676890731,
,,,0.00056867,-0.0281407237052917,-0.547738676890731,
,,,0.000570686,-0.0281407237052917,-0.547738676890731,
,,,0.000572702,-0.0281407237052917,-0.547738676890731,
,,,0.000574718,-0.0281407237052917,-0.547738676890731,
,,,0.000576734,-0.0281407237052917,-0.527638174593449,
,,,0.00057875,-0.0281407237052917,-0.547738676890731,
,,,0.000580766,-0.0442211255431175,-0.547738676890731,
,,,0.000582782,-0.0281407237052917,-0.547738676890731,
,,,0.000584798,-0.0281407237052917,-0.567839179188013,
,,,0.000586814,-0.0281407237052917,-0.547738676890731,
,,,0.00058883,-0.0281407237052917,-0.547738676890731,
,,,0.000590846,-0.0281407237052917,-0.547738676890731,
,,,0.000592862,-0.0442211255431175,-0.547738676890731,
,,,0.000594878,-0.0281407237052917,-0.547738676890731,
,,,0.000596894,-0.0281407237052917,-0.547738676890731,
,,,0.00059891,-0.0281407237052917,-0.547738676890731,
,,,0.000600926,-0.0442211255431175,-0.547738676890731,
,,,0.000602942,-0.0281407237052917,-0.547738676890731,
,,,0.000604958,-0.0281407237052917,-0.527638174593449,
,,,0.000606974,-0.0281407237052917,-0.547738676890731,
,,,0.00060899,-0.0281407237052917,-0.547738676890731,
,,,0.000611006,-0.0442211255431175,-0.547738676890731,
,,,0.000613022,-0.0281407237052917,-0.547738676890731,
,,,0.000615038,-0.0281407237052917,-0.547738676890731,
,,,0.000617054,-0.0442211255431175,-0.547738676890731,
,,,0.00061907,-0.0281407237052917,-0.547738676890731,
,,,0.000621086,-0.0281407237052917,-0.547738676890731,
,,,0.000623102,-0.0281407237052917,-0.547738676890731,
,,,0.000625118,-0.0442211255431175,-0.527638174593449,
,,,0.000627134,-0.0281407237052917,-0.527638174593449,
,,,0.00062915,-0.0442211255431175,-0.547738676890731,
,,,0.000631166,-0.0442211255431175,-0.547738676890731,
,,,0.000633182,-0.0281407237052917,-0.547738676890731,
,,,0.000635198,-0.0281407237052917,-0.547738676890731,
,,,0.000637214,-0.0281407237052917,-0.527638174593449,
,,,0.00063923,-0.0281407237052917,-0.547738676890731,
,,,0.000641246,-0.0281407237052917,-0.547738676890731,
,,,0.000643262,-0.0281407237052917,-0.547738676890731,
,,,0.000645278,-0.0281407237052917,-0.547738676890731,
,,,0.000647294,-0.0442211255431175,-0.547738676890731,
,,,0.00064931,-0.0281407237052917,-0.527638174593449,
,,,0.000651326,-0.0281407237052917,-0.547738676890731,
,,,0.000653342,-0.0281407237052917,-0.547738676890731,
,,,0.000655358,-0.0281407237052917,-0.547738676890731,
,,,0.000657374,-0.0281407237052917,-0.547738676890731,
,,,0.00065939,-0.0281407237052917,-0.547738676890731,
,,,0.000661406,-0.0281407237052917,-0.547738676890731,
,,,0.000663422,-0.0281407237052917,-0.547738676890731,
,,,0.000665438,-0.0281407237052917,-0.547738676890731,
,,,0.000667454,-0.0281407237052917,-0.547738676890731,
,,,0.00066947,-0.0281407237052917,-0.547738676890731,
,,,0.000671486,-0.0281407237052917,-0.547738676890731,
,,,0.000673502,-0.0281407237052917,-0.547738676890731,
,,,0.000675518,-0.0281407237052917,-0.547738676890731,
,,,0.000677534,-0.0281407237052917,-0.547738676890731,
,,,0.00067955,-0.0281407237052917,-0.547738676890731,
,,,0.000681566,-0.0281407237052917,-0.547738676890731,
,,,0.000683582,-0.0281407237052917,-0.527638174593449,
,,,0.000685598,-0.0281407237052917,-0.547738676890731,
,,,0.000687614,-0.0442211255431175,-0.527638174593449,
,,,0.00068963,-0.0442211255431175,-0.547738676890731,
,,,0.000691646,-0.0281407237052917,-0.527638174593449,
,,,0.000693662,-0.0281407237052917,-0.547738676890731,
,,,0.000695678,-0.0281407237052917,-0.547738676890731,
,,,0.000697694,-0.0281407237052917,-0.547738676890731,
,,,0.00069971,-0.0281407237052917,-0.547738676890731,
,,,0.000701726,-0.0281407237052917,-0.547738676890731,
,,,0.000703742,-0.0442211255431175,-0.547738676890731,
,,,0.000705758,-0.0281407237052917,-0.547738676890731,
,,,0.000707774,-0.0281407237052917,-0.547738676890731,
,,,0.00070979,-0.0281407237052917,-0.547738676890731,
,,,0.000711806,-0.0281407237052917,-0.547738676890731,
,,,0.000713822,-0.0281407237052917,-0.567839179188013,
,,,0.000715838,-0.0281407237052917,-0.547738676890731,
,,,0.000717854,-0.0281407237052917,-0.527638174593449,
,,,0.00071987,-0.0281407237052917,-0.547738676890731,
,,,0.000721886,-0.0281407237052917,-0.527638174593449,
,,,0.000723902,-0.0281407237052917,-0.547738676890731,
,,,0.000725918,-0.0281407237052917,-0.547738676890731,
,,,0.000727934,-0.0281407237052917,-0.547738676890731,
,,,0.00072995,-0.0281407237052917,-0.547738676890731,
,,,0.000731966,-0.0281407237052917,-0.547738676890731,
,,,0.000733982,-0.0281407237052917,-0.547738676890731,
,,,0.000735998,-0.0281407237052917,-0.547738676890731,
,,,0.000738014,-0.0281407237052917,-0.547738676890731,
,,,0.00074003,-0.0281407237052917,-0.547738676890731,
,,,0.000742046,-0.0281407237052917,-0.547738676890731,
,,,0.000744062,-0.0281407237052917,-0.547738676890731,
,,,0.000746078,-0.0281407237052917,-0.547738676890731,
,,,0.000748094,-0.0281407237052917,-0.547738676890731,
,,,0.00075011,-0.0442211255431175,-0.547738676890731,
,,,0.000752126,-0.0281407237052917,-0.527638174593449,
,,,0.000754142,-0.0281407237052917,-0.547738676890731,
,,,0.000756158,-0.0281407237052917,-0.547738676890731,
,,,0.000758174,-0.0281407237052917,-0.547738676890731,
,,,0.00076019,-0.0281407237052917,-0.547738676890731,
,,,0.000762206,-0.0281407237052917,-0.547738676890731,
,,,0.000764222,-0.0281407237052917,-0.547738676890731,
,,,0.000766238,-0.0281407237052917,-0.527638174593449,
,,,0.000768254,-0.0281407237052917,-0.547738676890731,
,,,0.00077027,-0.0281407237052917,-0.547738676890731,
,,,0.000772286,-0.0281407237052917,-0.547738676890731,
,,,0.000774302,-0.0281407237052917,-0.547738676890731,
,,,0.000776318,-0.0281407237052917,-0.547738676890731,
,,,0.000778334,-0.0442211255431175,-0.547738676890731,
,,,0.00078035,-0.0281407237052917,-0.547738676890731,
,,,0.000782366,-0.0281407237052917,-0.547738676890731,
,,,0.000784382,-0.0442211255431175,-0.547738676890731,
,,,0.000786398,-0.0281407237052917,-0.547738676890731,
,,,0.000788414,-0.0281407237052917,-0.547738676890731,
,,,0.00079043,-0.0281407237052917,-0.547738676890731,
,,,0.000792446,-0.0281407237052917,-0.547738676890731,
,,,0.000794462,-0.0281407237052917,-0.547738676890731,
,,,0.000796478,-0.0281407237052917,-0.547738676890731,
,,,0.000798494,-0.0281407237052917,-0.547738676890731,
,,,0.00080051,-0.0281407237052917,-0.547738676890731,
,,,0.000802526,-0.0281407237052917,-0.527638174593449,
,,,0.000804542,-0.0281407237052917,-0.547738676890731,
,,,0.000806558,-0.0281407237052917,-0.547738676890731,
,,,0.000808574,-0.0281407237052917,-0.547738676890731,
,,,0.00081059,-0.0281407237052917,-0.527638174593449,
,,,0.000812606,-0.0281407237052917,-0.547738676890731,
,,,0.000814622,-0.0281407237052917,-0.547738676890731,
,,,0.000816638,-0.0281407237052917,-0.547738676890731,
,,,0.000818654,-0.0281407237052917,-0.567839179188013,
,,,0.00082067,-0.0281407237052917,-0.547738676890731,
,,,0.000822686,-0.0281407237052917,-0.527638174593449,
,,,0.000824702,-0.0281407237052917,-0.547738676890731,
,,,0.000826718,-0.0281407237052917,-0.547738676890731,
,,,0.000828734,-0.0281407237052917,-0.547738676890731,
,,,0.00083075,-0.0281407237052917,-0.547738676890731,
,,,0.000832766,-0.0281407237052917,-0.547738676890731,
,,,0.000834782,-0.0281407237052917,-0.527638174593449,
,,,0.000836798,-0.0281407237052917,-0.547738676890731,
,,,0.000838814,-0.0281407237052917,-0.547738676890731,
,,,0.00084083,-0.0281407237052917,-0.547738676890731,
,,,0.000842846,-0.0281407237052917,-0.527638174593449,
,,,0.000844862,-0.0281407237052917,-0.547738676890731,
,,,0.000846878,-0.0281407237052917,-0.547738676890731,
,,,0.000848894,-0.0281407237052917,-0.547738676890731,
,,,0.00085091,-0.0281407237052917,-0.547738676890731,
,,,0.000852926,-0.0281407237052917,-0.547738676890731,
,,,0.000854942,-0.0281407237052917,-0.567839179188013,
,,,0.000856958,-0.0281407237052917,-0.547738676890731,
,,,0.000858974,-0.0281407237052917,-0.547738676890731,
,,,0.00086099,-0.0442211255431175,-0.547738676890731,
,,,0.000863006,-0.0281407237052917,-0.547738676890731,
,,,0.000865022,-0.0281407237052917,-0.567839179188013,
,,,0.000867038,-0.0281407237052917,-0.547738676890731,
,,,0.000869054,-0.0281407237052917,-0.547738676890731,
,,,0.00087107,-0.0281407237052917,-0.547738676890731,
,,,0.000873086,-0.0281407237052917,-0.547738676890731,
,,,0.000875102,-0.0281407237052917,-0.547738676890731,
,,,0.000877118,-0.0281407237052917,-0.547738676890731,
,,,0.000879134,-0.0281407237052917,-0.547738676890731,
,,,0.00088115,-0.0281407237052917,-0.547738676890731,
,,,0.000883166,-0.0442211255431175,-0.547738676890731,
,,,0.000885182,-0.0281407237052917,-0.547738676890731,
,,,0.000887198,-0.0281407237052917,-0.547738676890731,
,,,0.000889214,-0.0281407237052917,-0.547738676890731,
,,,0.00089123,-0.0281407237052917,-0.547738676890731,
,,,0.000893246,-0.0281407237052917,-0.547738676890731,
,,,0.000895262,-0.0281407237052917,-0.547738676890731,
,,,0.000897278,-0.0281407237052917,-0.547738676890731,
,,,0.000899294,-0.0281407237052917,-0.547738676890731,
,,,0.00090131,-0.0281407237052917,-0.547738676890731,
,,,0.000903326,-0.0281407237052917,-0.547738676890731,
,,,0.000905342,-0.0281407237052917,-0.547738676890731,
,,,0.000907358,-0.0281407237052917,-0.547738676890731,
,,,0.000909374,-0.0281407237052917,-0.547738676890731,
,,,0.00091139,-0.0281407237052917,-0.547738676890731,
,,,0.000913406,-0.0442211255431175,-0.547738676890731,
,,,0.000915422,-0.0281407237052917,-0.547738676890731,
,,,0.000917438,-0.0281407237052917,-0.547738676890731,
,,,0.000919454,-0.0281407237052917,-0.547738676890731,
,,,0.00092147,-0.0281407237052917,-0.547738676890731,
,,,0.000923486,-0.0281407237052917,-0.547738676890731,
,,,0.000925502,-0.0281407237052917,-0.547738676890731,
,,,0.000927518,-0.0281407237052917,-0.547738676890731,
,,,0.000929534,-0.0281407237052917,-0.547738676890731,
,,,0.00093155,-0.0281407237052917,-0.547738676890731,
,,,0.000933566,-0.0442211255431175,-0.547738676890731,
,,,0.000935582,-0.0281407237052917,-0.547738676890731,
,,,0.000937598,-0.0281407237052917,-0.547738676890731,
,,,0.000939614,-0.0281407237052917,-0.547738676890731,
,,,0.00094163,-0.0442211255431175,-0.547738676890731,
,,,0.000943646,-0.0281407237052917,-0.547738676890731,
,,,0.000945662,-0.0281407237052917,-0.547738676890731,
,,,0.000947678,-0.0281407237052917,-0.547738676890731,
,,,0.000949694,-0.0281407237052917,-0.547738676890731,
,,,0.00095171,-0.0281407237052917,-0.547738676890731,
,,,0.000953726,-0.0281407237052917,-0.547738676890731,
,,,0.000955742,-0.0281407237052917,-0.547738676890731,
,,,0.000957758,-0.0281407237052917,-0.547738676890731,
,,,0.000959774,-0.0281407237052917,-0.547738676890731,
,,,0.00096179,-0.0281407237052917,-0.527638174593449,
,,,0.000963806,-0.0281407237052917,-0.527638174593449,
,,,0.000965822,-0.0281407237052917,-0.547738676890731,
,,,0.000967838,-0.0281407237052917,-0.547738676890731,
,,,0.000969854,-0.0442211255431175,-0.547738676890731,
,,,0.00097187,-0.0281407237052917,-0.547738676890731,
,,,0.000973886,-0.0281407237052917,-0.547738676890731,
,,,0.000975902,-0.0281407237052917,-0.547738676890731,
,,,0.000977918,-0.0281407237052917,-0.547738676890731,
,,,0.000979934,-0.0281407237052917,-0.547738676890731,
,,,0.00098195,-0.0281407237052917,-0.547738676890731,
,,,0.000983966,-0.0281407237052917,-0.547738676890731,
,,,0.000985982,-0.0281407237052917,-0.547738676890731,
,,,0.000987998,-0.0281407237052917,-0.547738676890731,
,,,0.000990014,-0.0281407237052917,-0.547738676890731,
,,,0.00099203,-0.0281407237052917,-0.547738676890731,
,,,0.000994046,-0.0281407237052917,-0.547738676890731,
,,,0.000996062,-0.0281407237052917,-0.547738676890731,
,,,0.000998078,-0.0281407237052917,-0.547738676890731,
,,,0.001000094,0.293467313051224,0.316582921892405,
,,,0.00100211,0.293467313051224,0.718592967838049,
,,,0.001004126,0.293467313051224,0.81909547932446,
,,,0.001006142,0.293467313051224,0.859296483919024,
,,,0.001008158,0.293467313051224,0.859296483919024,
,,,0.001010174,0.293467313051224,0.899497488513589,
,,,0.00101219,0.293467313051224,0.899497488513589,
,,,0.001014206,0.293467313051224,0.919597990810871,
,,,0.001016222,0.293467313051224,0.919597990810871,
,,,0.001018238,0.293467313051224,0.919597990810871,
,,,0.001020254,0.293467313051224,0.939698493108153,
,,,0.00102227,0.30954771488905,0.939698493108153,
,,,0.001024286,0.293467313051224,0.939698493108153,
,,,0.001026302,0.30954771488905,0.919597990810871,
,,,0.001028318,0.293467313051224,0.939698493108153,
,,,0.001030334,0.293467313051224,0.939698493108153,
,,,0.00103235,0.293467313051224,0.939698493108153,
,,,0.001034366,0.293467313051224,0.939698493108153,
,,,0.001036382,0.30954771488905,0.939698493108153,
,,,0.001038398,0.293467313051224,0.959798995405436,
,,,0.001040414,0.293467313051224,0.939698493108153,
,,,0.00104243,0.30954771488905,0.939698493108153,
,,,0.001044446,0.293467313051224,0.939698493108153,
,,,0.001046462,0.30954771488905,0.939698493108153,
,,,0.001048478,-0.0281407237052917,0.356783926486969,
,,,0.001050494,-0.0281407237052917,-0.467336667701602,
,,,0.00105251,-0.0442211255431175,-0.507537672296166,
,,,0.001054526,-0.0281407237052917,-0.507537672296166,
,,,0.001056542,-0.0281407237052917,-0.507537672296166,
,,,0.001058558,-0.0281407237052917,-0.507537672296166,
,,,0.001060574,-0.0281407237052917,-0.527638174593449,
,,,0.00106259,-0.0281407237052917,-0.527638174593449,
,,,0.001064606,-0.0281407237052917,-0.527638174593449,
,,,0.001066622,-0.0281407237052917,-0.527638174593449,
,,,0.001068638,-0.0281407237052917,-0.527638174593449,
,,,0.001070654,-0.0281407237052917,-0.527638174593449,
,,,0.00107267,-0.0281407237052917,-0.527638174593449,
,,,0.001074686,-0.0442211255431175,-0.527638174593449,
,,,0.001076702,-0.0281407237052917,-0.527638174593449,
,,,0.001078718,-0.0281407237052917,-0.527638174593449,
,,,0.001080734,-0.0281407237052917,-0.527638174593449,
,,,0.00108275,-0.0281407237052917,-0.527638174593449,
,,,0.001084766,-0.0281407237052917,-0.527638174593449,
,,,0.001086782,-0.0281407237052917,-0.547738676890731,
,,,0.001088798,-0.0281407237052917,-0.547738676890731,
,,,0.001090814,-0.0281407237052917,-0.547738676890731,
,,,0.00109283,-0.0281407237052917,-0.547738676890731,
,,,0.001094846,-0.0281407237052917,-0.527638174593449,
,,,0.001096862,-0.0281407237052917,-0.547738676890731,
,,,0.001098878,-0.0281407237052917,-0.527638174593449,
,,,0.001100894,-0.0281407237052917,-0.547738676890731,
,,,0.00110291,-0.0281407237052917,-0.547738676890731,
,,,0.001104926,-0.0281407237052917,-0.527638174593449,
,,,0.001106942,-0.0281407237052917,-0.547738676890731,
,,,0.001108958,-0.0281407237052917,-0.547738676890731,
,,,0.001110974,-0.0281407237052917,-0.547738676890731,
,,,0.00111299,-0.0281407237052917,-0.527638174593449,
,,,0.001115006,-0.0281407237052917,-0.547738676890731,
,,,0.001117022,-0.0281407237052917,-0.547738676890731,
,,,0.001119038,-0.0281407237052917,-0.547738676890731,
,,,0.001121054,-0.0281407237052917,-0.547738676890731,
,,,0.00112307,-0.0281407237052917,-0.547738676890731,
,,,0.001125086,-0.0281407237052917,-0.527638174593449,
,,,0.001127102,-0.0281407237052917,-0.547738676890731,
,,,0.001129118,-0.0281407237052917,-0.547738676890731,
,,,0.001131134,-0.0281407237052917,-0.547738676890731,
,,,0.00113315,-0.0281407237052917,-0.547738676890731,
,,,0.001135166,-0.0281407237052917,-0.547738676890731,
,,,0.001137182,-0.0281407237052917,-0.547738676890731,
,,,0.001139198,-0.0442211255431175,-0.547738676890731,
,,,0.001141214,-0.0281407237052917,-0.547738676890731,
,,,0.00114323,-0.0281407237052917,-0.547738676890731,
,,,0.001145246,-0.0281407237052917,-0.547738676890731,
,,,0.001147262,-0.0281407237052917,-0.527638174593449,
,,,0.001149278,-0.0281407237052917,-0.547738676890731,
