Instrument in Sequence,1 - 34461A - USB0::0x2A8D::0x1301::MY57212367::0::INSTR,,,,,,,,,,
Instrument in Sequence,2 - 34450A - USB0::0x0957::0xB318::MY53180202::0::INSTR,,,,,,,,,,
Instrument in Sequence,3 - E3631A - ASRL3::INSTR,,,,,,,,,,
Start Time,2022-12-02 10:09:34.603,,,,,,,,,,
Stop Time,2022-12-02 10:26:23.634,,,,,,,,,,
,,,,,,,,,,,
Time,Step,3 - Set CH1 On/Off,3 - Set CH2 On/Off,3 - Sweep CH2 Voltage Setting,3 - Get CH2 Voltage Setting,3 - Get CH2 Current Measurement,3 - Sweep CH1 Voltage Setting,1 - Get Measurement Value,2 - Get Measurement Value,3 - Set CH1 On/Off,3 - Set CH2 On/Off ()
2022-12-02 10:19:53.792,266,,,4,,,0.7,6.70665306E-07,0.698475467,,
2022-12-02 10:19:56.054,267,,,4,,,0.75,6.75373522E-07,0.748417646,,
2022-12-02 10:19:58.349,268,,,4,,,0.8,6.80857906E-07,0.7984616,,
2022-12-02 10:20:00.499,269,,,4,,,0.85,6.85046227E-07,0.848404875,,
2022-12-02 10:20:02.755,270,,,4,,,0.9,6.89886025E-07,0.898142849,,
2022-12-02 10:20:05.018,271,,,4,,,0.95,6.95762396E-07,0.948095262,,
2022-12-02 10:20:07.113,272,,,4,,,1,7.01831891E-07,0.998062969,,
2022-12-02 10:20:09.415,273,,,4,,,1.05,7.06114822E-07,1.04811486,,
2022-12-02 10:20:11.650,274,,,4,,,1.1,7.10480652E-07,1.0980559,,
2022-12-02 10:20:13.915,275,,,4,,,1.15,7.15601982E-07,1.14779246,,
2022-12-02 10:20:16.154,276,,,4,,,1.2,7.20436497E-07,1.19772794,,
2022-12-02 10:20:18.692,277,,,4,,,1.25,7.25823516E-07,1.24810709,,
2022-12-02 10:20:20.850,278,,,4,,,1.3,7.30887207E-07,1.29807821,,
2022-12-02 10:20:23.133,279,,,4,,,1.35,7.35521022E-07,1.34811015,,
2022-12-02 10:20:25.390,280,,,4,,,1.4,7.4084489E-07,1.39797728,,
2022-12-02 10:20:27.506,281,,,4,,,1.45,7.45505342E-07,1.44800694,,
2022-12-02 10:20:29.781,282,,,4,,,1.5,7.49432108E-07,1.49813337,,
2022-12-02 10:20:32.031,283,,,4,,,1.55,7.5632255E-07,1.5481158,,
2022-12-02 10:20:34.173,284,,,4,,,1.6,7.61207815E-07,1.59802199,,
2022-12-02 10:20:36.492,285,,,4,,,1.65,7.64931125E-07,1.64807584,,
