x-axis,F1
second,Volt
4.892906250000e-004, 1.31197e+000
4.893187500000e-004, 1.31392e+000
4.893468750000e-004, 1.31392e+000
4.893750000000e-004, 1.31392e+000
4.894031250000e-004, 1.31392e+000
4.894312500000e-004, 1.31392e+000
4.894593750000e-004, 1.31392e+000
4.894875000000e-004, 1.31392e+000
4.895156250000e-004, 1.31392e+000
4.895437500000e-004, 1.31392e+000
4.895718750000e-004, 1.31392e+000
4.896000000000e-004, 1.31392e+000
4.896281250000e-004, 1.31197e+000
4.896562500000e-004, 1.31392e+000
4.896843750000e-004, 1.31392e+000
4.897125000000e-004, 1.31392e+000
4.897406250000e-004, 1.31392e+000
4.897687500000e-004, 1.31392e+000
4.897968750000e-004, 1.31197e+000
4.898250000000e-004, 1.31197e+000
4.898531250000e-004, 1.31392e+000
4.898812500000e-004, 1.31392e+000
4.899093750000e-004, 1.31392e+000
4.899375000000e-004, 1.31392e+000
4.899656250000e-004, 1.31392e+000
4.899937500000e-004, 1.31392e+000
4.900218750000e-004, 1.31392e+000
4.900500000000e-004, 1.31392e+000
4.900781250000e-004, 1.31392e+000
4.901062500000e-004, 1.31392e+000
4.901343750000e-004, 1.31392e+000
4.901625000000e-004, 1.31197e+000
4.901906250000e-004, 1.31392e+000
4.902187500000e-004, 1.31197e+000
4.902468750000e-004, 1.31392e+000
4.902750000000e-004, 1.31392e+000
4.903031250000e-004, 1.31392e+000
4.903312500000e-004, 1.31392e+000
4.903593750000e-004, 1.31392e+000
4.903875000000e-004, 1.31392e+000
4.904156250000e-004, 1.31392e+000
4.904437500000e-004, 1.31392e+000
4.904718750000e-004, 1.31392e+000
4.905000000000e-004, 1.31392e+000
4.905281250000e-004, 1.31392e+000
4.905562500000e-004, 1.31392e+000
4.905843750000e-004, 1.31197e+000
4.906125000000e-004, 1.31197e+000
4.906406250000e-004, 1.31392e+000
4.906687500000e-004, 1.31197e+000
4.906968750000e-004, 1.31197e+000
4.907250000000e-004, 1.31392e+000
4.907531250000e-004, 1.31392e+000
4.907812500000e-004, 1.31392e+000
4.908093750000e-004, 1.31392e+000
4.908375000000e-004, 1.31392e+000
4.908656250000e-004, 1.31197e+000
4.908937500000e-004, 1.31392e+000
4.909218750000e-004, 1.31392e+000
4.909500000000e-004, 1.31392e+000
4.909781250000e-004, 1.31392e+000
4.910062500000e-004, 1.31197e+000
4.910343750000e-004, 1.31392e+000
4.910625000000e-004, 1.31392e+000
