Address:,USB0::0x0957::0x1798::MY56272288::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2014A,,Time (s),1 (VOLT),3 (VOLT),
,,,0.0484816,0.31055281450972,0.618090456351638,
,,,0.0485824,-0.401005049236119,-0.648241188377142,
,,,0.0486832,-0.396984948311001,-0.648241188377142,
,,,0.048784,-0.396984948311001,-0.62814068607986,
,,,0.0488848,-0.396984948311001,-0.648241188377142,
,,,0.0489856,-0.392964847385883,-0.648241188377142,
,,,0.0490864,0.31055281450972,0.618090456351638,
,,,0.0491872,0.31055281450972,0.63819095864892,
,,,0.049288,0.31055281450972,0.63819095864892,
,,,0.0493888,0.31055281450972,0.618090456351638,
,,,0.0494896,0.31055281450972,0.63819095864892,
,,,0.0495904,-0.401005049236119,-0.648241188377142,
,,,0.0496912,-0.401005049236119,-0.648241188377142,
,,,0.049792,-0.396984948311001,-0.648241188377142,
,,,0.0498928,-0.392964847385883,-0.648241188377142,
