Address:,USB0::0x0957::0x1798::MY56272288::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2014A,,Time (s),1 (VOLT),3 (VOLT),
,,,-0.0029264,0.31055281450972,0.618090456351638,
,,,-0.0028256,0.31055281450972,0.63819095864892,
,,,-0.00272480000000001,0.31055281450972,0.618090456351638,
,,,-0.002624,0.31055281450972,0.63819095864892,
,,,-0.0025232,0.31055281450972,0.63819095864892,
,,,-0.00242240000000001,-0.401005049236119,-0.648241188377142,
,,,-0.00232160000000001,-0.401005049236119,-0.648241188377142,
,,,-0.0022208,-0.396984948311001,-0.648241188377142,
,,,-0.00212,-0.392964847385883,-0.648241188377142,
,,,-0.00201920000000001,-0.392964847385883,-0.648241188377142,
,,,-0.00191840000000001,0.31055281450972,0.63819095864892,
,,,-0.0018176,0.31055281450972,0.618090456351638,
,,,-0.0017168,0.31055281450972,0.618090456351638,
,,,-0.00161600000000001,0.31055281450972,0.618090456351638,
,,,-0.0015152,0.31055281450972,0.63819095864892,
,,,-0.0014144,-0.401005049236119,-0.648241188377142,
,,,-0.00131360000000001,-0.396984948311001,-0.648241188377142,
,,,-0.00121280000000001,-0.392964847385883,-0.648241188377142,
,,,-0.001112,-0.392964847385883,-0.62814068607986,
,,,-0.0010112,-0.392964847385883,-0.62814068607986,
,,,-0.000910400000000006,0.31055281450972,0.618090456351638,
,,,-0.000809600000000008,0.31055281450972,0.618090456351638,
,,,-0.000708800000000002,0.31055281450972,0.63819095864892,
,,,-0.000608000000000004,0.31055281450972,0.618090456351638,
,,,-0.000507200000000006,0.31055281450972,0.618090456351638,
,,,-0.000406400000000001,-0.401005049236119,-0.648241188377142,
,,,-0.000305600000000003,-0.396984948311001,-0.62814068607986,
,,,-0.000204800000000005,-0.396984948311001,-0.62814068607986,
,,,-0.000104000000000007,-0.392964847385883,-0.648241188377142,
,,,-3.20000000000181E-06,-0.388944746460766,-0.62814068607986,
,,,9.75999999999963E-05,0.31055281450972,0.618090456351638,
,,,0.000198399999999994,0.31055281450972,0.63819095864892,
,,,0.000299199999999993,0.31055281450972,0.63819095864892,
,,,0.000399999999999998,0.31055281450972,0.618090456351638,
,,,0.000500799999999996,-0.401005049236119,-0.587939681485295,
,,,0.000601599999999994,-0.401005049236119,-0.62814068607986,
,,,0.000702399999999999,-0.396984948311001,-0.648241188377142,
,,,0.000803199999999997,-0.396984948311001,-0.62814068607986,
,,,0.000903999999999995,-0.392964847385883,-0.648241188377142,
,,,0.00100479999999999,0.31055281450972,-0.587939681485295,
,,,0.0011056,0.31055281450972,0.618090456351638,
,,,0.0012064,0.31055281450972,0.618090456351638,
,,,0.00130719999999999,0.31055281450972,0.63819095864892,
,,,0.00140799999999999,0.31055281450972,0.618090456351638,
,,,0.0015088,-0.401005049236119,-0.62814068607986,
,,,0.0016096,-0.401005049236119,-0.648241188377142,
,,,0.00171039999999999,-0.401005049236119,-0.62814068607986,
,,,0.0018112,-0.396984948311001,-0.648241188377142,
,,,0.001912,-0.392964847385883,-0.62814068607986,
,,,0.0020128,0.31055281450972,-0.527638174593449,
,,,0.00211359999999999,0.31055281450972,0.618090456351638,
,,,0.0022144,0.31055281450972,0.618090456351638,
,,,0.0023152,0.31055281450972,0.63819095864892,
,,,0.00241599999999999,0.31055281450972,0.63819095864892,
,,,0.00251679999999999,-0.401005049236119,-0.608040183782578,
,,,0.0026176,-0.401005049236119,-0.648241188377142,
,,,0.0027184,-0.401005049236119,-0.648241188377142,
,,,0.00281919999999999,-0.392964847385883,-0.648241188377142,
,,,0.00292,-0.392964847385883,-0.648241188377142,
,,,0.0030208,0.31055281450972,0.195979908108711,
,,,0.0031216,0.31055281450972,0.618090456351638,
,,,0.00322239999999999,0.31055281450972,0.63819095864892,
,,,0.0033232,0.31055281450972,0.63819095864892,
,,,0.003424,0.31055281450972,0.63819095864892,
,,,0.00352479999999999,-0.401005049236119,-0.608040183782578,
,,,0.00362559999999999,-0.401005049236119,-0.648241188377142,
,,,0.0037264,-0.396984948311001,-0.62814068607986,
,,,0.0038272,-0.396984948311001,-0.648241188377142,
,,,0.00392799999999999,-0.392964847385883,-0.648241188377142,
,,,0.0040288,0.31055281450972,0.497487442567945,
,,,0.0041296,0.31055281450972,0.63819095864892,
,,,0.0042304,0.31055281450972,0.618090456351638,
,,,0.00433119999999999,0.31055281450972,0.63819095864892,
,,,0.004432,0.31055281450972,0.618090456351638,
,,,0.0045328,-0.401005049236119,-0.62814068607986,
,,,0.00463359999999999,-0.396984948311001,-0.648241188377142,
,,,0.00473439999999999,-0.401005049236119,-0.62814068607986,
,,,0.0048352,-0.396984948311001,-0.648241188377142,
,,,0.004936,-0.392964847385883,-0.62814068607986,
,,,0.00503679999999999,0.31055281450972,0.577889451757073,
,,,0.0051376,0.31055281450972,0.618090456351638,
,,,0.0052384,0.31055281450972,0.63819095864892,
,,,0.0053392,0.31055281450972,0.63819095864892,
,,,0.00543999999999999,0.31055281450972,0.63819095864892,
,,,0.0055408,-0.401005049236119,-0.62814068607986,
,,,0.0056416,-0.401005049236119,-0.62814068607986,
,,,0.00574239999999999,-0.396984948311001,-0.62814068607986,
,,,0.00584319999999999,-0.392964847385883,-0.62814068607986,
,,,0.005944,-0.392964847385883,-0.648241188377142,
,,,0.0060448,0.31055281450972,0.597989954054356,
,,,0.00614559999999999,0.31055281450972,0.63819095864892,
,,,0.00624639999999999,0.31055281450972,0.618090456351638,
,,,0.0063472,0.31055281450972,0.63819095864892,
,,,0.006448,0.31055281450972,0.63819095864892,
,,,0.00654879999999999,-0.401005049236119,-0.62814068607986,
,,,0.0066496,-0.396984948311001,-0.62814068607986,
,,,0.0067504,-0.401005049236119,-0.648241188377142,
,,,0.00685119999999999,-0.396984948311001,-0.648241188377142,
,,,0.00695199999999999,-0.392964847385883,-0.648241188377142,
,,,0.0070528,0.31055281450972,0.597989954054356,
,,,0.0071536,0.31055281450972,0.618090456351638,
,,,0.00725439999999999,0.31055281450972,0.63819095864892,
,,,0.00735519999999999,0.31055281450972,0.63819095864892,
,,,0.007456,0.31055281450972,0.63819095864892,
,,,0.0075568,-0.401005049236119,-0.62814068607986,
,,,0.00765759999999999,-0.396984948311001,-0.62814068607986,
,,,0.0077584,-0.396984948311001,-0.648241188377142,
,,,0.0078592,-0.392964847385883,-0.648241188377142,
,,,0.00795999999999999,-0.392964847385883,-0.648241188377142,
,,,0.00806079999999999,0.31055281450972,0.597989954054356,
,,,0.0081616,0.31055281450972,0.63819095864892,
,,,0.0082624,0.31055281450972,0.618090456351638,
,,,0.00836319999999999,0.31055281450972,0.618090456351638,
,,,0.00846399999999999,0.31055281450972,0.618090456351638,
,,,0.0085648,-0.401005049236119,-0.62814068607986,
,,,0.0086656,-0.396984948311001,-0.648241188377142,
,,,0.00876639999999999,-0.396984948311001,-0.62814068607986,
,,,0.0088672,-0.392964847385883,-0.62814068607986,
,,,0.008968,-0.388944746460766,-0.648241188377142,
,,,0.00906879999999999,0.31055281450972,0.618090456351638,
,,,0.00916959999999999,0.31055281450972,0.618090456351638,
,,,0.0092704,0.31055281450972,0.63819095864892,
,,,0.0093712,0.31055281450972,0.63819095864892,
,,,0.00947199999999999,0.31055281450972,0.618090456351638,
,,,0.00957279999999999,-0.405025150161237,-0.648241188377142,
,,,0.0096736,-0.401005049236119,-0.648241188377142,
,,,0.0097744,-0.396984948311001,-0.648241188377142,
,,,0.00987519999999999,-0.392964847385883,-0.648241188377142,
,,,0.009976,-0.388944746460766,-0.648241188377142,
,,,0.0100768,0.31055281450972,0.618090456351638,
,,,0.0101776,0.31055281450972,0.63819095864892,
,,,0.0102784,0.31055281450972,0.63819095864892,
,,,0.0103792,0.31055281450972,0.63819095864892,
,,,0.01048,0.31055281450972,0.63819095864892,
,,,0.0105808,-0.401005049236119,-0.648241188377142,
,,,0.0106816,-0.396984948311001,-0.648241188377142,
,,,0.0107824,-0.396984948311001,-0.648241188377142,
,,,0.0108832,-0.392964847385883,-0.648241188377142,
,,,0.010984,-0.392964847385883,-0.648241188377142,
,,,0.0110848,0.31055281450972,0.618090456351638,
,,,0.0111856,0.31055281450972,0.618090456351638,
,,,0.0112864,0.31055281450972,0.618090456351638,
,,,0.0113872,0.31055281450972,0.618090456351638,
,,,0.011488,0.31055281450972,0.618090456351638,
,,,0.0115888,-0.401005049236119,-0.648241188377142,
,,,0.0116896,-0.401005049236119,-0.648241188377142,
,,,0.0117904,-0.396984948311001,-0.648241188377142,
,,,0.0118912,-0.392964847385883,-0.648241188377142,
,,,0.011992,-0.392964847385883,-0.648241188377142,
,,,0.0120928,0.31055281450972,0.618090456351638,
,,,0.0121936,0.31055281450972,0.618090456351638,
,,,0.0122944,0.31055281450972,0.618090456351638,
,,,0.0123952,0.31055281450972,0.63819095864892,
,,,0.012496,0.31055281450972,0.63819095864892,
,,,0.0125968,-0.401005049236119,-0.62814068607986,
,,,0.0126976,-0.401005049236119,-0.648241188377142,
,,,0.0127984,-0.396984948311001,-0.648241188377142,
,,,0.0128992,-0.392964847385883,-0.62814068607986,
,,,0.013,0.31055281450972,-0.608040183782578,
,,,0.0131008,0.31055281450972,0.618090456351638,
,,,0.0132016,0.31055281450972,0.63819095864892,
,,,0.0133024,0.31055281450972,0.618090456351638,
,,,0.0134032,0.31055281450972,0.618090456351638,
,,,0.013504,-0.401005049236119,-0.608040183782578,
,,,0.0136048,-0.401005049236119,-0.648241188377142,
,,,0.0137056,-0.396984948311001,-0.648241188377142,
,,,0.0138064,-0.396984948311001,-0.648241188377142,
,,,0.0139072,-0.396984948311001,-0.648241188377142,
,,,0.014008,0.31055281450972,-0.567839179188013,
,,,0.0141088,0.31055281450972,0.618090456351638,
,,,0.0142096,0.31055281450972,0.618090456351638,
,,,0.0143104,0.31055281450972,0.63819095864892,
,,,0.0144112,0.31055281450972,0.618090456351638,
,,,0.014512,-0.401005049236119,-0.62814068607986,
,,,0.0146128,-0.401005049236119,-0.648241188377142,
,,,0.0147136,-0.401005049236119,-0.648241188377142,
,,,0.0148144,-0.392964847385883,-0.648241188377142,
,,,0.0149152,-0.392964847385883,-0.648241188377142,
,,,0.015016,0.31055281450972,-0.386934658512473,
,,,0.0151168,0.31055281450972,0.63819095864892,
,,,0.0152176,0.31055281450972,0.63819095864892,
,,,0.0153184,0.31055281450972,0.618090456351638,
,,,0.0154192,0.31055281450972,0.618090456351638,
,,,0.01552,-0.401005049236119,-0.608040183782578,
,,,0.0156208,-0.401005049236119,-0.648241188377142,
,,,0.0157216,-0.396984948311001,-0.648241188377142,
,,,0.0158224,-0.392964847385883,-0.648241188377142,
,,,0.0159232,-0.392964847385883,-0.648241188377142,
,,,0.016024,0.31055281450972,0.396984931081533,
,,,0.0161248,0.31055281450972,0.618090456351638,
,,,0.0162256,0.31055281450972,0.63819095864892,
,,,0.0163264,0.31055281450972,0.63819095864892,
,,,0.0164272,0.31055281450972,0.618090456351638,
,,,0.016528,-0.405025150161237,-0.62814068607986,
,,,0.0166288,-0.401005049236119,-0.648241188377142,
,,,0.0167296,-0.396984948311001,-0.62814068607986,
,,,0.0168304,-0.392964847385883,-0.648241188377142,
,,,0.0169312,-0.392964847385883,-0.648241188377142,
,,,0.017032,0.31055281450972,0.537688447162509,
,,,0.0171328,0.31055281450972,0.63819095864892,
,,,0.0172336,0.31055281450972,0.618090456351638,
,,,0.0173344,0.31055281450972,0.63819095864892,
,,,0.0174352,0.31055281450972,0.618090456351638,
,,,0.017536,-0.401005049236119,-0.62814068607986,
,,,0.0176368,-0.396984948311001,-0.62814068607986,
,,,0.0177376,-0.401005049236119,-0.648241188377142,
,,,0.0178384,-0.392964847385883,-0.648241188377142,
,,,0.0179392,-0.392964847385883,-0.648241188377142,
,,,0.01804,0.31055281450972,0.577889451757073,
,,,0.0181408,0.31055281450972,0.618090456351638,
,,,0.0182416,0.31055281450972,0.63819095864892,
,,,0.0183424,0.31055281450972,0.63819095864892,
,,,0.0184432,0.31055281450972,0.618090456351638,
,,,0.018544,-0.401005049236119,-0.62814068607986,
,,,0.0186448,-0.401005049236119,-0.62814068607986,
,,,0.0187456,-0.396984948311001,-0.648241188377142,
,,,0.0188464,-0.392964847385883,-0.62814068607986,
,,,0.0189472,-0.392964847385883,-0.648241188377142,
,,,0.019048,0.31055281450972,0.618090456351638,
,,,0.0191488,0.31055281450972,0.63819095864892,
,,,0.0192496,0.31055281450972,0.63819095864892,
,,,0.0193504,0.31055281450972,0.63819095864892,
,,,0.0194512,0.31055281450972,0.63819095864892,
,,,0.019552,-0.405025150161237,-0.62814068607986,
,,,0.0196528,-0.401005049236119,-0.648241188377142,
,,,0.0197536,-0.396984948311001,-0.648241188377142,
,,,0.0198544,-0.392964847385883,-0.648241188377142,
,,,0.0199552,-0.392964847385883,-0.62814068607986,
,,,0.020056,0.31055281450972,0.618090456351638,
,,,0.0201568,0.31055281450972,0.618090456351638,
,,,0.0202576,0.31055281450972,0.618090456351638,
,,,0.0203584,0.31055281450972,0.63819095864892,
,,,0.0204592,0.31055281450972,0.63819095864892,
,,,0.02056,-0.401005049236119,-0.62814068607986,
,,,0.0206608,-0.396984948311001,-0.648241188377142,
,,,0.0207616,-0.401005049236119,-0.648241188377142,
,,,0.0208624,-0.392964847385883,-0.62814068607986,
,,,0.0209632,-0.388944746460766,-0.648241188377142,
,,,0.021064,0.31055281450972,0.618090456351638,
,,,0.0211648,0.31055281450972,0.618090456351638,
,,,0.0212656,0.31055281450972,0.63819095864892,
,,,0.0213664,0.31055281450972,0.63819095864892,
,,,0.0214672,0.31055281450972,0.63819095864892,
,,,0.021568,-0.396984948311001,-0.648241188377142,
,,,0.0216688,-0.396984948311001,-0.648241188377142,
,,,0.0217696,-0.392964847385883,-0.648241188377142,
,,,0.0218704,-0.392964847385883,-0.648241188377142,
,,,0.0219712,-0.392964847385883,-0.62814068607986,
,,,0.022072,0.31055281450972,0.618090456351638,
,,,0.0221728,0.31055281450972,0.618090456351638,
,,,0.0222736,0.31055281450972,0.618090456351638,
,,,0.0223744,0.31055281450972,0.63819095864892,
,,,0.0224752,0.31055281450972,0.618090456351638,
,,,0.022576,-0.401005049236119,-0.62814068607986,
,,,0.0226768,-0.401005049236119,-0.648241188377142,
,,,0.0227776,-0.396984948311001,-0.648241188377142,
,,,0.0228784,-0.392964847385883,-0.648241188377142,
,,,0.0229792,-0.392964847385883,-0.648241188377142,
,,,0.02308,0.31055281450972,0.618090456351638,
,,,0.0231808,0.31055281450972,0.63819095864892,
,,,0.0232816,0.31055281450972,0.618090456351638,
,,,0.0233824,0.31055281450972,0.63819095864892,
,,,0.0234832,0.31055281450972,0.63819095864892,
,,,0.023584,-0.396984948311001,-0.62814068607986,
,,,0.0236848,-0.401005049236119,-0.648241188377142,
,,,0.0237856,-0.396984948311001,-0.648241188377142,
,,,0.0238864,-0.396984948311001,-0.648241188377142,
,,,0.0239872,-0.388944746460766,-0.648241188377142,
,,,0.024088,0.31055281450972,0.63819095864892,
,,,0.0241888,0.31055281450972,0.618090456351638,
,,,0.0242896,0.31055281450972,0.618090456351638,
,,,0.0243904,0.31055281450972,0.618090456351638,
,,,0.0244912,0.31055281450972,0.63819095864892,
,,,0.024592,-0.401005049236119,-0.62814068607986,
,,,0.0246928,-0.396984948311001,-0.648241188377142,
,,,0.0247936,-0.396984948311001,-0.62814068607986,
,,,0.0248944,-0.392964847385883,-0.648241188377142,
,,,0.0249952,-0.388944746460766,-0.648241188377142,
,,,0.025096,0.31055281450972,0.618090456351638,
,,,0.0251968,0.31055281450972,0.63819095864892,
,,,0.0252976,0.31055281450972,0.618090456351638,
,,,0.0253984,0.31055281450972,0.63819095864892,
,,,0.0254992,0.31055281450972,0.0753768943250179,
,,,0.0256,-0.401005049236119,-0.648241188377142,
,,,0.0257008,-0.396984948311001,-0.648241188377142,
,,,0.0258016,-0.392964847385883,-0.648241188377142,
,,,0.0259024,-0.396984948311001,-0.648241188377142,
,,,0.0260032,0.31055281450972,-0.587939681485295,
,,,0.026104,0.31055281450972,0.618090456351638,
,,,0.0262048,0.31055281450972,0.618090456351638,
,,,0.0263056,0.31055281450972,0.63819095864892,
,,,0.0264064,0.31055281450972,0.63819095864892,
,,,0.0265072,-0.401005049236119,-0.608040183782578,
,,,0.026608,-0.401005049236119,-0.62814068607986,
,,,0.0267088,-0.396984948311001,-0.648241188377142,
,,,0.0268096,-0.392964847385883,-0.648241188377142,
,,,0.0269104,-0.396984948311001,-0.648241188377142,
,,,0.0270112,0.31055281450972,-0.567839179188013,
,,,0.027112,0.31055281450972,0.63819095864892,
,,,0.0272128,0.31055281450972,0.63819095864892,
,,,0.0273136,0.31055281450972,0.63819095864892,
,,,0.0274144,0.31055281450972,0.63819095864892,
,,,0.0275152,-0.405025150161237,-0.608040183782578,
,,,0.027616,-0.401005049236119,-0.62814068607986,
,,,0.0277168,-0.396984948311001,-0.648241188377142,
,,,0.0278176,-0.392964847385883,-0.62814068607986,
,,,0.0279184,-0.392964847385883,-0.648241188377142,
,,,0.0280192,0.31055281450972,0.115577898919582,
,,,0.02812,0.31055281450972,0.618090456351638,
,,,0.0282208,0.31055281450972,0.618090456351638,
,,,0.0283216,0.31055281450972,0.618090456351638,
,,,0.0284224,0.31055281450972,0.618090456351638,
,,,0.0285232,-0.401005049236119,-0.62814068607986,
,,,0.028624,-0.401005049236119,-0.62814068607986,
,,,0.0287248,-0.396984948311001,-0.648241188377142,
,,,0.0288256,-0.392964847385883,-0.648241188377142,
,,,0.0289264,-0.392964847385883,-0.648241188377142,
,,,0.0290272,0.31055281450972,0.477386940270662,
,,,0.029128,0.31055281450972,0.618090456351638,
,,,0.0292288,0.31055281450972,0.618090456351638,
,,,0.0293296,0.31055281450972,0.618090456351638,
,,,0.0294304,0.31055281450972,0.63819095864892,
,,,0.0295312,-0.401005049236119,-0.62814068607986,
,,,0.029632,-0.401005049236119,-0.648241188377142,
,,,0.0297328,-0.396984948311001,-0.62814068607986,
,,,0.0298336,-0.392964847385883,-0.648241188377142,
,,,0.0299344,-0.392964847385883,-0.648241188377142,
,,,0.0300352,0.31055281450972,0.577889451757073,
,,,0.030136,0.31055281450972,0.618090456351638,
,,,0.0302368,0.31055281450972,0.618090456351638,
,,,0.0303376,0.31055281450972,0.618090456351638,
,,,0.0304384,0.31055281450972,0.63819095864892,
,,,0.0305392,-0.405025150161237,-0.62814068607986,
,,,0.03064,-0.401005049236119,-0.648241188377142,
,,,0.0307408,-0.396984948311001,-0.648241188377142,
,,,0.0308416,-0.392964847385883,-0.62814068607986,
,,,0.0309424,-0.392964847385883,-0.648241188377142,
,,,0.0310432,0.31055281450972,0.597989954054356,
,,,0.031144,0.31055281450972,0.618090456351638,
,,,0.0312448,0.31055281450972,0.63819095864892,
,,,0.0313456,0.31055281450972,0.63819095864892,
,,,0.0314464,0.31055281450972,0.63819095864892,
,,,0.0315472,-0.401005049236119,-0.62814068607986,
,,,0.031648,-0.401005049236119,-0.648241188377142,
,,,0.0317488,-0.396984948311001,-0.62814068607986,
,,,0.0318496,-0.392964847385883,-0.648241188377142,
,,,0.0319504,-0.392964847385883,-0.62814068607986,
,,,0.0320512,0.31055281450972,0.597989954054356,
,,,0.032152,0.31055281450972,0.618090456351638,
,,,0.0322528,0.31055281450972,0.63819095864892,
,,,0.0323536,0.31055281450972,0.63819095864892,
,,,0.0324544,0.31055281450972,0.63819095864892,
,,,0.0325552,-0.401005049236119,-0.648241188377142,
,,,0.032656,-0.401005049236119,-0.648241188377142,
,,,0.0327568,-0.396984948311001,-0.648241188377142,
,,,0.0328576,-0.392964847385883,-0.648241188377142,
,,,0.0329584,-0.388944746460766,-0.62814068607986,
,,,0.0330592,0.31055281450972,0.618090456351638,
,,,0.03316,0.31055281450972,0.63819095864892,
,,,0.0332608,0.31055281450972,0.618090456351638,
,,,0.0333616,0.31055281450972,0.63819095864892,
,,,0.0334624,0.31055281450972,0.63819095864892,
,,,0.0335632,-0.401005049236119,-0.62814068607986,
,,,0.033664,-0.401005049236119,-0.62814068607986,
,,,0.0337648,-0.396984948311001,-0.62814068607986,
,,,0.0338656,-0.392964847385883,-0.62814068607986,
,,,0.0339664,-0.392964847385883,-0.62814068607986,
,,,0.0340672,0.31055281450972,0.63819095864892,
,,,0.034168,0.31055281450972,0.63819095864892,
,,,0.0342688,0.31055281450972,0.618090456351638,
,,,0.0343696,0.31055281450972,0.63819095864892,
,,,0.0344704,0.31055281450972,0.63819095864892,
,,,0.0345712,-0.405025150161237,-0.62814068607986,
,,,0.034672,-0.401005049236119,-0.648241188377142,
,,,0.0347728,-0.396984948311001,-0.62814068607986,
,,,0.0348736,-0.396984948311001,-0.648241188377142,
,,,0.0349744,-0.388944746460766,-0.62814068607986,
,,,0.0350752,0.31055281450972,0.618090456351638,
,,,0.035176,0.31055281450972,0.618090456351638,
,,,0.0352768,0.31055281450972,0.63819095864892,
,,,0.0353776,0.31055281450972,0.63819095864892,
,,,0.0354784,0.31055281450972,0.618090456351638,
,,,0.0355792,-0.405025150161237,-0.62814068607986,
,,,0.03568,-0.396984948311001,-0.62814068607986,
,,,0.0357808,-0.396984948311001,-0.648241188377142,
,,,0.0358816,-0.392964847385883,-0.648241188377142,
,,,0.0359824,-0.392964847385883,-0.62814068607986,
,,,0.0360832,0.31055281450972,0.618090456351638,
,,,0.036184,0.31055281450972,0.63819095864892,
,,,0.0362848,0.31055281450972,0.63819095864892,
,,,0.0363856,0.31055281450972,0.618090456351638,
,,,0.0364864,0.31055281450972,0.63819095864892,
,,,0.0365872,-0.401005049236119,-0.62814068607986,
,,,0.036688,-0.401005049236119,-0.648241188377142,
,,,0.0367888,-0.396984948311001,-0.62814068607986,
,,,0.0368896,-0.392964847385883,-0.648241188377142,
,,,0.0369904,-0.388944746460766,-0.62814068607986,
,,,0.0370912,0.31055281450972,0.618090456351638,
,,,0.037192,0.31055281450972,0.63819095864892,
,,,0.0372928,0.31055281450972,0.618090456351638,
,,,0.0373936,0.31055281450972,0.63819095864892,
,,,0.0374944,0.31055281450972,0.63819095864892,
,,,0.0375952,-0.401005049236119,-0.62814068607986,
,,,0.037696,-0.396984948311001,-0.648241188377142,
,,,0.0377968,-0.396984948311001,-0.648241188377142,
,,,0.0378976,-0.392964847385883,-0.648241188377142,
,,,0.0379984,-0.392964847385883,-0.608040183782578,
,,,0.0380992,0.31055281450972,0.63819095864892,
,,,0.0382,0.31055281450972,0.63819095864892,
,,,0.0383008,0.31055281450972,0.63819095864892,
,,,0.0384016,0.31055281450972,0.618090456351638,
,,,0.0385024,-0.401005049236119,-0.587939681485295,
,,,0.0386032,-0.401005049236119,-0.648241188377142,
,,,0.038704,-0.396984948311001,-0.62814068607986,
,,,0.0388048,-0.392964847385883,-0.648241188377142,
,,,0.0389056,-0.392964847385883,-0.648241188377142,
,,,0.0390064,0.31055281450972,-0.567839179188013,
,,,0.0391072,0.31055281450972,0.618090456351638,
,,,0.039208,0.31055281450972,0.618090456351638,
,,,0.0393088,0.31055281450972,0.63819095864892,
,,,0.0394096,0.31055281450972,0.63819095864892,
,,,0.0395104,-0.401005049236119,-0.608040183782578,
,,,0.0396112,-0.396984948311001,-0.648241188377142,
,,,0.039712,-0.396984948311001,-0.648241188377142,
,,,0.0398128,-0.392964847385883,-0.648241188377142,
,,,0.0399136,-0.392964847385883,-0.62814068607986,
,,,0.0400144,0.31055281450972,-0.487437169998884,
,,,0.0401152,0.31055281450972,0.618090456351638,
,,,0.040216,0.31055281450972,0.63819095864892,
,,,0.0403168,0.31055281450972,0.63819095864892,
,,,0.0404176,0.31055281450972,0.63819095864892,
,,,0.0405184,-0.396984948311001,-0.62814068607986,
,,,0.0406192,-0.401005049236119,-0.62814068607986,
,,,0.04072,-0.396984948311001,-0.648241188377142,
,,,0.0408208,-0.396984948311001,-0.648241188377142,
,,,0.0409216,-0.388944746460766,-0.648241188377142,
,,,0.0410224,0.31055281450972,0.356783926486969,
,,,0.0411232,0.31055281450972,0.618090456351638,
,,,0.041224,0.31055281450972,0.618090456351638,
,,,0.0413248,0.31055281450972,0.63819095864892,
,,,0.0414256,0.31055281450972,0.63819095864892,
,,,0.0415264,-0.401005049236119,-0.62814068607986,
,,,0.0416272,-0.401005049236119,-0.648241188377142,
,,,0.041728,-0.396984948311001,-0.648241188377142,
,,,0.0418288,-0.392964847385883,-0.62814068607986,
,,,0.0419296,-0.388944746460766,-0.62814068607986,
,,,0.0420304,0.31055281450972,0.537688447162509,
,,,0.0421312,0.31055281450972,0.618090456351638,
,,,0.042232,0.31055281450972,0.63819095864892,
,,,0.0423328,0.31055281450972,0.618090456351638,
,,,0.0424336,0.31055281450972,0.63819095864892,
,,,0.0425344,-0.405025150161237,-0.62814068607986,
,,,0.0426352,-0.401005049236119,-0.648241188377142,
,,,0.042736,-0.396984948311001,-0.648241188377142,
,,,0.0428368,-0.392964847385883,-0.648241188377142,
,,,0.0429376,-0.392964847385883,-0.62814068607986,
,,,0.0430384,0.31055281450972,0.577889451757073,
,,,0.0431392,0.31055281450972,0.63819095864892,
,,,0.04324,0.31055281450972,0.618090456351638,
,,,0.0433408,0.31055281450972,0.618090456351638,
,,,0.0434416,0.31055281450972,0.63819095864892,
,,,0.0435424,-0.401005049236119,-0.62814068607986,
,,,0.0436432,-0.401005049236119,-0.648241188377142,
,,,0.043744,-0.396984948311001,-0.648241188377142,
,,,0.0438448,-0.392964847385883,-0.648241188377142,
,,,0.0439456,-0.392964847385883,-0.62814068607986,
,,,0.0440464,0.31055281450972,0.597989954054356,
,,,0.0441472,0.31055281450972,0.63819095864892,
,,,0.044248,0.31055281450972,0.63819095864892,
,,,0.0443488,0.31055281450972,0.63819095864892,
,,,0.0444496,0.31055281450972,0.63819095864892,
,,,0.0445504,-0.405025150161237,-0.648241188377142,
,,,0.0446512,-0.396984948311001,-0.648241188377142,
,,,0.044752,-0.396984948311001,-0.648241188377142,
,,,0.0448528,-0.396984948311001,-0.62814068607986,
,,,0.0449536,-0.388944746460766,-0.648241188377142,
,,,0.0450544,0.31055281450972,0.597989954054356,
,,,0.0451552,0.31055281450972,0.63819095864892,
,,,0.045256,0.31055281450972,0.618090456351638,
,,,0.0453568,0.31055281450972,0.618090456351638,
,,,0.0454576,0.31055281450972,0.63819095864892,
,,,0.0455584,-0.401005049236119,-0.62814068607986,
,,,0.0456592,-0.396984948311001,-0.62814068607986,
,,,0.04576,-0.396984948311001,-0.648241188377142,
,,,0.0458608,-0.392964847385883,-0.648241188377142,
,,,0.0459616,-0.392964847385883,-0.648241188377142,
,,,0.0460624,0.31055281450972,0.618090456351638,
,,,0.0461632,0.31055281450972,0.618090456351638,
,,,0.046264,0.31055281450972,0.63819095864892,
,,,0.0463648,0.31055281450972,0.618090456351638,
,,,0.0464656,0.31055281450972,0.618090456351638,
,,,0.0465664,-0.401005049236119,-0.648241188377142,
,,,0.0466672,-0.401005049236119,-0.648241188377142,
,,,0.046768,-0.396984948311001,-0.648241188377142,
,,,0.0468688,-0.392964847385883,-0.62814068607986,
,,,0.0469696,-0.388944746460766,-0.648241188377142,
,,,0.0470704,0.31055281450972,0.63819095864892,
,,,0.0471712,0.31055281450972,0.618090456351638,
,,,0.047272,0.31055281450972,0.618090456351638,
,,,0.0473728,0.31055281450972,0.63819095864892,
,,,0.0474736,0.31055281450972,0.618090456351638,
,,,0.0475744,-0.405025150161237,-0.62814068607986,
,,,0.0476752,-0.396984948311001,-0.648241188377142,
,,,0.047776,-0.396984948311001,-0.648241188377142,
,,,0.0478768,-0.392964847385883,-0.648241188377142,
,,,0.0479776,-0.388944746460766,-0.648241188377142,
,,,0.0480784,0.31055281450972,0.618090456351638,
,,,0.0481792,0.31055281450972,0.63819095864892,
,,,0.04828,0.31055281450972,0.618090456351638,
,,,0.0483808,0.31055281450972,0.63819095864892,
