Address:	USB0::0x0957::0x1798::MY56272288::0::INSTR		Analog Channels				Function Channels		
Model:	DSO-X 2014A		Time (s)	2 (VOLT)	3 (VOLT)		Time (s)	M1	
Holdoff	40.0 ns		-0.000606354185	0.58791082224343	4.71977394074202		-0.000606354185	4.12819980084896	
Mode	EDGE		-0.00060625001875	0.58791082224343	4.71474881609902		-0.00060625001875	4.12429355131462	
Source	CHAN2		-0.0006061458525	0.585398259456269	4.71977394074202		-0.0006061458525	4.13015292561613	
Slope	POS		-0.00060604168625	0.58916710363701	4.72982419002801		-0.00060604168625	4.13796542468481	
Level	-250 mV V		-0.00060593752	0.584141978062689	4.71977394074202		-0.00060593752	4.1321060503833	
			-0.00060583335375	0.580373133881949	4.71474881609902		-0.00060583335375	4.13015292561613	
HORIZONTAL			-0.0006057291875	0.581629415275529	4.71977394074202		-0.0006057291875	4.13405917515047	
Mode	MAIN		-0.00060562502125	0.584141978062689	4.73484931467101		-0.00060562502125	4.14773104852065	
Ref	CENT		-0.000605520855	0.582885696669109	4.71977394074202		-0.000605520855	4.13405917515047	
Main Scale	20 µs/		-0.00060541668875	0.58665454084985	4.71977394074202		-0.00060541668875	4.13015292561613	
Main Delay	-511 µs		-0.0006053125225	0.58791082224343	4.71977394074202		-0.0006053125225	4.12819980084896	
			-0.00060520835625	0.58916710363701	4.71977394074202		-0.00060520835625	4.12819980084896	
ACQUISITION			-0.00060510419	0.581629415275529	4.71977394074202		-0.00060510419	4.13405917515047	
Mode	AVER		-0.00060500002375	0.58665454084985	4.71977394074202		-0.00060500002375	4.13015292561613	
RealTime	On		-0.0006048958575	0.579116852488369	4.71977394074202		-0.0006048958575	4.13796542468481	
Vectors	On		-0.00060479169125	0.58916710363701	4.71977394074202		-0.00060479169125	4.12819980084896	
Persistence	Off		-0.000604687525	0.584141978062689	4.71977394074202		-0.000604687525	4.1321060503833	
			-0.00060458335875	0.58916710363701	4.71977394074202		-0.00060458335875	4.12819980084896	
MEASUREMENTS			-0.0006044791925	0.584141978062689	4.71977394074202		-0.0006044791925	4.1321060503833	
Fall Time(3)			-0.00060437502625	0.579116852488369	4.72479906538501		-0.00060437502625	4.14187167421915	
Cur	7.8E-08 s		-0.00060427086	0.582885696669109	4.71977394074202		-0.00060427086	4.13405917515047	
			-0.00060416669375	0.58791082224343	4.71977394074202		-0.00060416669375	4.12819980084896	
Amplitude(1)			-0.0006040625275	0.581629415275529	4.71977394074202		-0.0006040625275	4.13405917515047	
Cur	No signal		-0.00060395836125	0.582885696669109	4.71977394074202		-0.00060395836125	4.13405917515047	
			-0.000603854195	0.582885696669109	4.71977394074202		-0.000603854195	4.13405917515047	
Rise Time(M)			-0.00060375002875	0.585398259456269	4.71977394074202		-0.00060375002875	4.13015292561613	
Cur	No signal		-0.0006036458625	0.584141978062689	4.70972369145602		-0.0006036458625	4.12234042654745	
			-0.00060354169625	0.581629415275529	4.71977394074202		-0.00060354169625	4.13405917515047	
Fall Time(M)			-0.00060343753	0.584141978062689	4.71977394074202		-0.00060343753	4.1321060503833	
Cur	7.8E-08 s		-0.00060333336375	0.59042338503059	4.71977394074202		-0.00060333336375	4.12624667608179	
			-0.0006032291975	0.576604289701208	4.71977394074202		-0.0006032291975	4.13991854945198	
			-0.00060312503125	0.59167966642417	4.71977394074202		-0.00060312503125	4.12429355131462	
			-0.000603020865	0.58791082224343	4.72479906538501		-0.000603020865	4.13405917515047	
			-0.00060291669875	0.576604289701208	4.71977394074202		-0.00060291669875	4.13991854945198	
			-0.0006028125325	0.577860571094789	4.71977394074202		-0.0006028125325	4.13796542468481	
			-0.00060270836625	0.577860571094789	4.71977394074202		-0.00060270836625	4.13796542468481	
			-0.0006026042	0.58791082224343	4.71977394074202		-0.0006026042	4.12819980084896	
			-0.00060250003375	0.58665454084985	4.71977394074202		-0.00060250003375	4.13015292561613	
			-0.0006023958675	0.58791082224343	4.71474881609902		-0.0006023958675	4.12429355131462	
			-0.00060229170125	0.581629415275529	4.71977394074202		-0.00060229170125	4.13405917515047	
			-0.000602187535	0.58791082224343	4.71474881609902		-0.000602187535	4.12429355131462	
			-0.00060208336875	0.584141978062689	4.71977394074202		-0.00060208336875	4.1321060503833	
			-0.0006019792025	0.58665454084985	4.71977394074202		-0.0006019792025	4.13015292561613	
			-0.00060187503625	0.58791082224343	4.71977394074202		-0.00060187503625	4.12819980084896	
			-0.00060177087	0.584141978062689	4.71977394074202		-0.00060177087	4.1321060503833	
			-0.00060166670375	0.58916710363701	4.72479906538501		-0.00060166670375	4.1321060503833	
			-0.0006015625375	0.58916710363701	4.71977394074202		-0.0006015625375	4.12819980084896	
			-0.00060145837125	0.580373133881949	4.71977394074202		-0.00060145837125	4.13601229991764	
			-0.000601354205	0.58665454084985	4.71977394074202		-0.000601354205	4.13015292561613	
			-0.00060125003875	0.58665454084985	4.71977394074202		-0.00060125003875	4.13015292561613	
			-0.0006011458725	0.59167966642417	4.71977394074202		-0.0006011458725	4.12429355131462	
			-0.00060104170625	0.58916710363701	4.71977394074202		-0.00060104170625	4.12819980084896	
			-0.00060093754	0.580373133881949	4.71977394074202		-0.00060093754	4.13601229991764	
			-0.00060083337375	0.59042338503059	4.71474881609902		-0.00060083337375	4.12038730178028	
			-0.0006007292075	0.582885696669109	4.71977394074202		-0.0006007292075	4.13405917515047	
			-0.00060062504125	0.580373133881949	4.72479906538501		-0.00060062504125	4.14187167421915	
			-0.000600520875	0.58791082224343	4.71977394074202		-0.000600520875	4.12819980084896	
			-0.00060041670875	0.585398259456269	4.71977394074202		-0.00060041670875	4.13015292561613	
			-0.0006003125425	0.581629415275529	4.71474881609902		-0.0006003125425	4.13015292561613	
			-0.00060020837625	0.58665454084985	4.71474881609902		-0.00060020837625	4.12429355131462	
			-0.00060010421	0.584141978062689	4.71977394074202		-0.00060010421	4.1321060503833	
			-0.00060000004375	0.59293594781775	4.70972369145602		-0.00060000004375	4.11257480271161	
			-0.0005998958775	0.580373133881949	4.71977394074202		-0.0005998958775	4.13601229991764	
			-0.00059979171125	0.58916710363701	4.71474881609902		-0.00059979171125	4.12234042654745	
			-0.000599687545	0.58665454084985	4.71977394074202		-0.000599687545	4.13015292561613	
			-0.00059958337875	0.585398259456269	4.71977394074202		-0.00059958337875	4.13015292561613	
			-0.0005994792125	0.581629415275529	4.71977394074202		-0.0005994792125	4.13405917515047	
			-0.00059937504625	0.584141978062689	4.71474881609902		-0.00059937504625	4.12819980084896	
			-0.00059927088	0.579116852488369	4.71977394074202		-0.00059927088	4.13796542468481	
			-0.00059916671375	0.58665454084985	4.71977394074202		-0.00059916671375	4.13015292561613	
			-0.0005990625475	0.577860571094789	4.71977394074202		-0.0005990625475	4.13796542468481	
			-0.00059895838125	0.582885696669109	4.70972369145602		-0.00059895838125	4.12429355131462	
			-0.000598854215	0.58665454084985	4.71977394074202		-0.000598854215	4.13015292561613	
			-0.00059875004875	0.58791082224343	4.71977394074202		-0.00059875004875	4.12819980084896	
			-0.0005986458825	0.58916710363701	4.72982419002801		-0.0005986458825	4.13796542468481	
			-0.00059854171625	0.59042338503059	4.71977394074202		-0.00059854171625	4.12624667608179	
			-0.00059843755	0.577860571094789	4.71977394074202		-0.00059843755	4.13796542468481	
			-0.00059833338375	0.582885696669109	4.71977394074202		-0.00059833338375	4.13405917515047	
			-0.0005982292175	0.581629415275529	4.71977394074202		-0.0005982292175	4.13405917515047	
			-0.00059812505125	0.58665454084985	4.71977394074202		-0.00059812505125	4.13015292561613	
			-0.000598020885	0.584141978062689	4.71977394074202		-0.000598020885	4.1321060503833	
			-0.00059791671875	0.580373133881949	4.71977394074202		-0.00059791671875	4.13601229991764	
			-0.0005978125525	0.581629415275529	4.71474881609902		-0.0005978125525	4.13015292561613	
			-0.00059770838625	0.581629415275529	4.71474881609902		-0.00059770838625	4.13015292561613	
			-0.00059760422	0.580373133881949	4.70972369145602		-0.00059760422	4.12624667608179	
			-0.00059750005375	0.582885696669109	4.71977394074202		-0.00059750005375	4.13405917515047	
			-0.0005973958875	0.58665454084985	4.72479906538501		-0.0005973958875	4.13405917515047	
			-0.00059729172125	0.580373133881949	4.72479906538501		-0.00059729172125	4.14187167421915	
			-0.000597187555	0.59293594781775	4.71977394074202		-0.000597187555	4.12429355131462	
			-0.00059708338875	0.581629415275529	4.71474881609902		-0.00059708338875	4.13015292561613	
			-0.0005969792225	0.59042338503059	4.71977394074202		-0.0005969792225	4.12624667608179	
			-0.00059687505625	0.581629415275529	4.71977394074202		-0.00059687505625	4.13405917515047	
			-0.00059677089	0.585398259456269	4.71977394074202		-0.00059677089	4.13015292561613	
			-0.00059666672375	0.585398259456269	4.71977394074202		-0.00059666672375	4.13015292561613	
			-0.0005965625575	0.58916710363701	4.72982419002801		-0.0005965625575	4.13796542468481	
			-0.00059645839125	0.584141978062689	4.71977394074202		-0.00059645839125	4.1321060503833	
			-0.000596354225	0.580373133881949	4.71977394074202		-0.000596354225	4.13601229991764	
			-0.00059625005875	0.582885696669109	4.71474881609902		-0.00059625005875	4.12819980084896	
			-0.0005961458925	0.58665454084985	4.71977394074202		-0.0005961458925	4.13015292561613	
			-0.00059604172625	0.58665454084985	4.71977394074202		-0.00059604172625	4.13015292561613	
			-0.00059593756	0.584141978062689	4.70972369145602		-0.00059593756	4.12234042654745	
			-0.00059583339375	0.584141978062689	4.71977394074202		-0.00059583339375	4.1321060503833	
			-0.0005957292275	0.577860571094789	4.72479906538501		-0.0005957292275	4.14382479898632	
			-0.00059562506125	0.580373133881949	4.71977394074202		-0.00059562506125	4.13601229991764	
			-0.000595520895	0.585398259456269	4.71474881609902		-0.000595520895	4.12624667608179	
			-0.00059541672875	0.59293594781775	4.71977394074202		-0.00059541672875	4.12429355131462	
			-0.0005953125625	0.577860571094789	4.71977394074202		-0.0005953125625	4.13796542468481	
			-0.00059520839625	0.58665454084985	4.71977394074202		-0.00059520839625	4.13015292561613	
			-0.00059510423	0.582885696669109	4.71977394074202		-0.00059510423	4.13405917515047	
			-0.00059500006375	0.58665454084985	4.71977394074202		-0.00059500006375	4.13015292561613	
			-0.0005948958975	0.584141978062689	4.71977394074202		-0.0005948958975	4.1321060503833	
			-0.00059479173125	0.58916710363701	4.72479906538501		-0.00059479173125	4.1321060503833	
			-0.000594687565	0.582885696669109	4.71977394074202		-0.000594687565	4.13405917515047	
